season,gameId,pointsHomeEvent,pointsAwayEvent,pointsHomeOfficial,pointsAwayOfficial,residual,exact
2025-26,0022500594,106,132,106,132,0,YES
2025-26,0022500595,121,78,121,78,0,YES
2025-26,0022500596,99,106,99,106,0,YES
2025-26,0022500597,122,120,122,120,0,YES
2025-26,0022500598,126,123,126,123,0,YES
2025-26,0022500599,136,116,136,116,0,YES
2025-26,0022500600,121,115,121,115,0,YES
2025-26,0022500601,132,116,132,116,0,YES
2025-26,0022500603,124,102,124,102,0,YES
2025-26,0022500604,119,110,119,110,0,YES
2025-26,0022500605,87,110,87,110,0,YES
2025-26,0022500606,110,117,110,117,0,YES
2025-26,0022500607,110,93,110,93,0,YES
2025-26,0022500608,106,110,106,110,0,YES
2025-26,0022500609,113,104,113,104,0,YES
2025-26,0022500610,117,126,117,126,0,YES
2025-26,0022500611,123,110,123,110,0,YES
2025-26,0022500612,135,112,135,112,0,YES
2025-26,0022500613,110,116,110,116,0,YES
2025-26,0022500614,138,110,138,110,0,YES
2025-26,0022500615,111,106,111,106,0,YES
2025-26,0022500616,127,122,127,122,0,YES
2025-26,0022500617,107,115,107,115,0,YES
2025-26,0022500618,127,145,127,145,0,YES
2025-26,0022500619,117,130,117,130,0,YES
2025-26,0022500620,87,94,87,94,0,YES
2025-26,0022500621,119,104,119,104,0,YES
2025-26,0022500622,120,66,120,66,0,YES
2025-26,0022500623,122,124,122,124,0,YES
2025-26,0022500624,104,112,104,112,0,YES
2025-26,0022500625,102,122,102,122,0,YES
2025-26,0022500626,109,122,109,122,0,YES
2025-26,0022500627,97,124,97,124,0,YES
2025-26,0022500628,128,122,128,122,0,YES
2025-26,0022500629,97,107,97,107,0,YES
2025-26,0022500630,123,115,123,115,0,YES
2025-26,0022500631,115,120,115,120,0,YES
2025-26,0022500632,109,126,109,126,0,YES
2025-26,0022500633,112,104,112,104,0,YES
2025-26,0022500634,127,110,127,110,0,YES
2025-26,0022500635,104,111,104,111,0,YES
2025-26,0022500636,110,103,110,103,0,YES
2025-26,0022500637,126,130,126,130,0,YES
2025-26,0022500638,123,118,123,118,0,YES
2025-26,0022500639,127,133,127,133,0,YES
2025-26,0022500640,100,102,100,102,0,YES
2025-26,0022500641,114,117,114,117,0,YES
2025-26,0022500642,98,110,98,110,0,YES
2025-26,0022500643,109,112,109,112,0,YES
2025-26,0022500644,85,111,85,111,0,YES
2025-26,0022500645,119,115,119,115,0,YES
2025-26,0022500646,105,119,105,119,0,YES
2025-26,0022500647,114,111,114,111,0,YES
2025-26,0022500648,110,116,110,116,0,YES
2025-26,0022500649,116,147,116,147,0,YES
2025-26,0022500650,139,116,139,116,0,YES
2025-26,0022500651,125,118,125,118,0,YES
2025-26,0022500652,123,99,123,99,0,YES
2025-26,0022500653,101,103,101,103,0,YES
2025-26,0022500654,95,104,95,104,0,YES
2025-26,0022500655,102,111,102,111,0,YES
2025-26,0022500656,126,89,126,89,0,YES
2025-26,0022500657,130,93,130,93,0,YES
2025-26,0022500658,114,98,114,98,0,YES
2025-26,0022500659,132,116,132,116,0,YES
2025-26,0022500660,102,94,102,94,0,YES
2025-26,0022500661,118,129,118,129,0,YES
2025-26,0022500662,108,99,108,99,0,YES
2025-26,0022500663,108,83,108,83,0,YES
2025-26,0022500664,115,111,115,111,0,YES
2025-26,0022500665,103,87,103,87,0,YES
2025-26,0022500666,139,122,139,122,0,YES
2025-26,0022500667,104,95,104,95,0,YES
2025-26,0022500668,107,109,107,109,0,YES
2025-26,0022500669,106,102,106,102,0,YES
2025-26,0022500670,103,115,103,115,0,YES
2025-26,0022500671,129,99,129,99,0,YES
2025-26,0022500672,113,110,113,110,0,YES
2025-26,0022500673,106,117,106,117,0,YES
2025-26,0022500674,124,133,124,133,0,YES
2025-26,0022500675,92,119,92,119,0,YES
2025-26,0022500676,97,112,97,112,0,YES
2025-26,0022500677,105,118,105,118,0,YES
2025-26,0022500678,124,140,124,140,0,YES
2025-26,0022500679,99,111,99,111,0,YES
2025-26,0022500680,113,111,113,111,0,YES
2025-26,0022500681,109,99,109,99,0,YES
2025-26,0022500682,86,104,86,104,0,YES
2025-26,0022500683,121,123,121,123,0,YES
2025-26,0022500684,107,103,107,103,0,YES
2025-26,0022500685,114,96,114,96,0,YES
2025-26,0022500686,123,111,123,111,0,YES
2025-26,0022500687,130,120,130,120,0,YES
2025-26,0022500688,111,142,111,142,0,YES
2025-26,0022500689,112,93,112,93,0,YES
2025-26,0022500690,127,97,127,97,0,YES
2025-26,0022500691,114,106,114,106,0,YES
2025-26,0022500692,118,125,118,125,0,YES
2025-26,0022500693,126,113,126,113,0,YES
2025-26,0022500694,99,109,99,109,0,YES
2025-26,0022500695,122,109,122,109,0,YES
2025-26,0022500696,124,131,124,131,0,YES
2025-26,0022500697,111,106,111,106,0,YES
2025-26,0022500698,129,124,129,124,0,YES
2025-26,0022500699,124,114,124,114,0,YES
2025-26,0022500700,114,131,114,131,0,YES
2025-26,0022500701,111,107,111,107,0,YES
2025-26,0022500702,107,79,107,79,0,YES
2025-26,0022500703,112,103,112,103,0,YES
2025-26,0022500704,130,77,130,77,0,YES
2025-26,0022500705,134,91,134,91,0,YES
2025-26,0022500706,107,100,107,100,0,YES
2025-26,0022500707,116,112,116,112,0,YES
2025-26,0022500708,112,100,112,100,0,YES
2025-26,0022500709,93,117,93,117,0,YES
2025-26,0022500710,111,130,111,130,0,YES
2025-26,0022500711,111,121,111,121,0,YES
2025-26,0022500712,102,95,102,95,0,YES
2025-26,0022500713,114,118,114,118,0,YES
2025-26,0022500714,137,128,137,128,0,YES
2025-26,0022500715,113,128,113,128,0,YES
2025-26,0022500716,124,121,124,121,0,YES
2025-26,0022500717,122,131,122,131,0,YES
2025-26,0022500718,101,132,101,132,0,YES
2025-26,0022500719,109,125,109,125,0,YES
2025-26,0022500720,115,127,115,127,0,YES
2025-26,0022500721,100,110,100,110,0,YES
2025-26,0022500722,131,115,131,115,0,YES
2025-26,0022500723,128,92,128,92,0,YES
2025-26,0022500724,94,113,94,113,0,YES
2025-26,0022500725,125,130,125,130,0,YES
2025-26,0022500726,134,127,134,127,0,YES
2025-26,0022500727,126,128,126,128,0,YES
2025-26,0022500728,93,114,93,114,0,YES
2025-26,0022500729,141,137,141,137,0,YES
2025-26,0022500730,116,106,116,106,0,YES
2025-26,0022500731,125,129,125,129,0,YES
2025-26,0022500732,91,124,91,124,0,YES
2025-26,0022500733,117,126,117,126,0,YES
2025-26,0022500734,118,98,118,98,0,YES
2025-26,0022500735,121,119,121,119,0,YES
2025-26,0022500736,123,107,123,107,0,YES
2025-26,0022500737,99,109,99,109,0,YES
2025-26,0022500738,123,135,123,135,0,YES
2025-26,0022500739,97,101,97,101,0,YES
2025-26,0022500740,119,115,119,115,0,YES
2025-26,0022500741,98,96,98,96,0,YES
2025-26,0022500742,118,80,118,80,0,YES
2025-26,0022500743,105,99,105,99,0,YES
2025-26,0022500744,115,119,115,119,0,YES
2025-26,0022500745,135,115,135,115,0,YES
2025-26,0022500746,111,114,111,114,0,YES
2025-26,0022500747,127,113,127,113,0,YES
2025-26,0022500748,106,112,106,112,0,YES
2025-26,0022500749,138,125,138,125,0,YES
2025-26,0022500750,120,117,120,117,0,YES
2025-26,0022500751,119,126,119,126,0,YES
2025-26,0022500752,120,136,120,136,0,YES
2025-26,0022500753,105,99,105,99,0,YES
2025-26,0022500754,103,109,103,109,0,YES
2025-26,0022500755,122,115,122,115,0,YES
2025-26,0022500756,126,132,126,132,0,YES
2025-26,0022500757,89,111,89,111,0,YES
2025-26,0022500758,101,132,101,132,0,YES
2025-26,0022500759,122,104,122,104,0,YES
2025-26,0022500760,96,115,96,115,0,YES
2025-26,0022500761,104,110,104,110,0,YES
2025-26,0022500762,123,115,123,115,0,YES
2025-26,0022500763,111,115,111,115,0,YES
2025-26,0022500764,118,99,118,99,0,YES
2025-26,0022500765,138,116,138,116,0,YES
2025-26,0022500766,120,94,120,94,0,YES
2025-26,0022500767,117,119,117,119,0,YES
2025-26,0022500768,114,113,114,113,0,YES
2025-26,0022500769,110,119,110,119,0,YES
2025-26,0022500770,135,118,135,118,0,YES
2025-26,0022500771,134,137,134,137,0,YES
2025-26,0022500772,102,95,102,95,0,YES
2025-26,0022500773,120,111,120,111,0,YES
2025-26,0022500774,108,136,108,136,0,YES
2025-26,0022500775,110,107,110,107,0,YES
2025-26,0022500776,138,113,138,113,0,YES
2025-26,0022500777,108,116,108,116,0,YES
2025-26,0022500778,124,105,124,105,0,YES
2025-26,0022500779,110,115,110,115,0,YES
2025-26,0022500780,89,138,89,138,0,YES
2025-26,0022500781,95,113,95,113,0,YES
2025-26,0022500782,102,105,102,105,0,YES
2025-26,0022500783,133,109,133,109,0,YES
2025-26,0022500784,111,123,111,123,0,YES
2025-26,0022500785,109,136,109,136,0,YES
2025-26,0022500786,121,93,121,93,0,YES
2025-26,0022500787,122,116,122,116,0,YES
2025-26,0022500788,113,126,113,126,0,YES
2025-26,0022500789,93,110,93,110,0,YES
2025-26,0022500790,119,135,119,135,0,YES
2025-26,0022500791,124,104,124,104,0,YES
2025-26,0022500792,101,105,101,105,0,YES
2025-26,0022500793,112,84,112,84,0,YES
2025-26,0022500794,107,117,107,117,0,YES
2025-26,0022500795,112,105,112,105,0,YES
2025-26,0022500796,111,126,111,126,0,YES
2025-26,0022500797,101,110,101,110,0,YES
2025-26,0022500798,121,94,121,94,0,YES
2025-26,0022500799,110,121,110,121,0,YES
2025-26,0022500800,94,131,94,131,0,YES
2025-26,0022500801,115,114,115,114,0,YES
2025-26,0022500802,113,118,113,118,0,YES
2025-26,0022500803,131,118,131,118,0,YES
2025-26,0022500804,123,114,123,114,0,YES
2025-26,0022500805,97,128,97,128,0,YES
2025-26,0022500806,122,111,122,111,0,YES
2025-26,0022500807,118,139,118,139,0,YES
2025-26,0022500808,105,86,105,86,0,YES
2025-26,0022500809,125,122,125,122,0,YES
2025-26,0022500810,103,157,103,157,0,YES
2025-26,0022500811,113,110,113,110,0,YES
2025-26,0022500812,126,111,126,111,0,YES
2025-26,0022500813,136,120,136,120,0,YES
2025-26,0022500814,110,126,110,126,0,YES
2025-26,0022500815,139,122,139,122,0,YES
2025-26,0022500816,108,106,108,106,0,YES
2025-26,0022500817,121,113,121,113,0,YES
2025-26,0022500818,115,104,115,104,0,YES
2025-26,0022500819,94,122,94,122,0,YES
2025-26,0022500820,128,117,128,117,0,YES
2025-26,0022500821,130,134,130,134,0,YES
2025-26,0022500822,112,129,112,129,0,YES
2025-26,0022500823,89,111,89,111,0,YES
2025-26,0022500824,108,135,108,135,0,YES
2025-26,0022500825,99,105,99,105,0,YES
2025-26,0022500826,77,92,77,92,0,YES
2025-26,0022500827,109,111,109,111,0,YES
2025-26,0022500828,103,114,103,114,0,YES
2025-26,0022500829,114,123,114,123,0,YES
2025-26,0022500830,125,105,125,105,0,YES
2025-26,0022500831,114,135,114,135,0,YES
2025-26,0022500832,119,98,119,98,0,YES
2025-26,0022500833,114,123,114,123,0,YES
2025-26,0022500834,107,116,107,116,0,YES
2025-26,0022500835,109,94,109,94,0,YES
2025-26,0022500836,99,131,99,131,0,YES
2025-26,0022500837,128,117,128,117,0,YES
2025-26,0022500838,113,109,113,109,0,YES
2025-26,0022500839,81,97,81,97,0,YES
2025-26,0022500840,109,110,109,110,0,YES
2025-26,0022500841,121,124,121,124,0,YES
2025-26,0022500842,124,116,124,116,0,YES
2025-26,0022500843,107,110,107,110,0,YES
2025-26,0022500844,112,133,112,133,0,YES
2025-26,0022500845,128,97,128,97,0,YES
2025-26,0022500846,118,116,118,116,0,YES
2025-26,0022500847,103,84,103,84,0,YES
2025-26,0022500848,109,133,109,133,0,YES
2025-26,0022500849,124,117,124,117,0,YES
2025-26,0022500850,126,96,126,96,0,YES
2025-26,0022500851,110,126,110,126,0,YES
2025-26,0022500852,108,113,108,113,0,YES
2025-26,0022500853,112,121,112,121,0,YES
2025-26,0022500854,121,130,121,130,0,YES
2025-26,0022500855,113,110,113,110,0,YES
2025-26,0022500856,118,129,118,129,0,YES
2025-26,0022500857,88,94,88,94,0,YES
2025-26,0022500858,122,119,122,119,0,YES
2025-26,0022500859,148,111,148,111,0,YES
2025-26,0022500860,98,127,98,127,0,YES
2025-26,0022500861,105,124,105,124,0,YES
2025-26,0022500862,127,121,127,121,0,YES
2025-26,0022500863,109,93,109,93,0,YES
2025-26,0022500864,115,105,115,105,0,YES
2025-26,0022500865,125,134,125,134,0,YES
2025-26,0022500866,101,129,101,129,0,YES
2025-26,0022500867,105,115,105,115,0,YES
2025-26,0022500868,114,89,114,89,0,YES
2025-26,0022500869,102,106,102,106,0,YES
2025-26,0022500870,120,97,120,97,0,YES
2025-26,0022500871,108,117,108,117,0,YES
2025-26,0022500872,106,125,106,125,0,YES
2025-26,0022500873,135,101,135,101,0,YES
2025-26,0022500874,114,98,114,98,0,YES
2025-26,0022500875,92,106,92,106,0,YES
2025-26,0022500876,87,100,87,100,0,YES
2025-26,0022500877,137,117,137,117,0,YES
2025-26,0022500878,128,104,128,104,0,YES
2025-26,0022500879,118,123,118,123,0,YES
2025-26,0022500880,81,108,81,108,0,YES
2025-26,0022500881,125,128,125,128,0,YES
2025-26,0022500882,101,114,101,114,0,YES
2025-26,0022500883,117,90,117,90,0,YES
2025-26,0022500884,113,109,113,109,0,YES
2025-26,0022500885,126,109,126,109,0,YES
2025-26,0022500886,124,98,124,98,0,YES
2025-26,0022500887,95,111,95,111,0,YES
2025-26,0022500888,91,131,91,131,0,YES
2025-26,0022500889,108,116,108,116,0,YES
2025-26,0022500890,117,110,117,110,0,YES
2025-26,0022500891,110,101,110,101,0,YES
2025-26,0022500892,103,114,103,114,0,YES
2025-26,0022500893,100,103,100,103,0,YES
2025-26,0022500894,89,118,89,118,0,YES
2025-26,0022500895,106,102,106,102,0,YES
2025-26,0022500896,114,122,114,122,0,YES
2025-26,0022500897,113,131,113,131,0,YES
2025-26,0022500898,130,107,130,107,0,YES
2025-26,0022500899,115,114,115,114,0,YES
2025-26,0022500900,112,122,112,122,0,YES
2025-26,0022500901,126,110,126,110,0,YES
2025-26,0022500902,113,115,113,115,0,YES
2025-26,0022500903,115,107,115,107,0,YES
2025-26,0022500904,121,106,121,106,0,YES
2025-26,0022500905,103,105,103,105,0,YES
2025-26,0022500906,120,113,120,113,0,YES
2025-26,0022500907,123,133,123,133,0,YES
2025-26,0022500908,120,100,120,100,0,YES
2025-26,0022500909,120,128,120,128,0,YES
2025-26,0022500910,106,99,106,99,0,YES
2025-26,0022500911,103,142,103,142,0,YES
2025-26,0022500912,118,116,118,116,0,YES
2025-26,0022500913,116,112,116,112,0,YES
2025-26,0022500914,128,117,128,117,0,YES
2025-26,0022500915,92,119,92,119,0,YES
2025-26,0022500916,105,107,105,107,0,YES
2025-26,0022500917,125,116,125,116,0,YES
2025-26,0022500918,120,123,120,123,0,YES
2025-26,0022500919,113,99,113,99,0,YES
2025-26,0022500920,104,97,104,97,0,YES
2025-26,0022500921,98,109,98,109,0,YES
2025-26,0022500922,110,97,110,97,0,YES
2025-26,0022500923,121,110,121,110,0,YES
2025-26,0022500924,122,92,122,92,0,YES
2025-26,0022500925,138,118,138,118,0,YES
2025-26,0022500926,91,130,91,130,0,YES
2025-26,0022500927,145,120,145,120,0,YES
2025-26,0022500928,111,99,111,99,0,YES
2025-26,0022500929,131,111,131,111,0,YES
2025-26,0022500930,126,110,126,110,0,YES
2025-26,0022500931,115,101,115,101,0,YES
2025-26,0022500932,126,115,126,115,0,YES
2025-26,0022500933,129,126,129,126,0,YES
2025-26,0022500934,119,116,119,116,0,YES
2025-26,0022500935,126,118,126,118,0,YES
2025-26,0022500936,139,129,139,129,0,YES
2025-26,0022500937,100,138,100,138,0,YES
2025-26,0022500938,150,129,150,129,0,YES
2025-26,0022500939,124,112,124,112,0,YES
2025-26,0022500940,113,99,113,99,0,YES
2025-26,0022500941,114,129,114,129,0,YES
2025-26,0022500942,125,116,125,116,0,YES
2025-26,0022500943,124,130,124,130,0,YES
2025-26,0022500944,101,103,101,103,0,YES
2025-26,0022500945,114,109,114,109,0,YES
2025-26,0022500946,120,106,120,106,0,YES
2025-26,0022500947,128,122,128,122,0,YES
2025-26,0022500948,122,111,122,111,0,YES
2025-26,0022500949,117,134,117,134,0,YES
2025-26,0022500950,129,93,129,93,0,YES
2025-26,0022500951,109,117,109,117,0,YES
2025-26,0022500952,153,128,153,128,0,YES
2025-26,0022500953,131,109,131,109,0,YES
2025-26,0022500954,108,123,108,123,0,YES
2025-26,0022500955,136,131,136,131,0,YES
2025-26,0022500956,108,97,108,97,0,YES
2025-26,0022500957,112,105,112,105,0,YES
2025-26,0022500958,131,136,131,136,0,YES
2025-26,0022500959,104,102,104,102,0,YES
2025-26,0022500960,142,130,142,130,0,YES
2025-26,0022500961,126,110,126,110,0,YES
2025-26,0022500962,92,101,92,101,0,YES
2025-26,0022500963,122,115,122,115,0,YES
2025-26,0022500964,107,105,107,105,0,YES
2025-26,0022500965,105,138,105,138,0,YES
2025-26,0022500966,117,127,117,127,0,YES
2025-26,0022500967,124,114,124,114,0,YES
2025-26,0022500968,119,108,119,108,0,YES
2025-26,0022500969,104,97,104,97,0,YES
2025-26,0022500970,122,99,122,99,0,YES
2025-26,0022500971,111,100,111,100,0,YES
2025-26,0022500972,117,121,117,121,0,YES
2025-26,0022500973,115,102,115,102,0,YES
2025-26,0022500974,127,125,127,125,0,YES
2025-26,0022500975,109,118,109,118,0,YES
2025-26,0022500976,116,103,116,103,0,YES
2025-26,0022500977,120,130,120,130,0,YES
2025-26,0022500978,119,108,119,108,0,YES
2025-26,0022500979,134,123,134,123,0,YES
2025-26,0022500980,109,103,109,103,0,YES
2025-26,0022500981,110,107,110,107,0,YES
2025-26,0022500982,116,111,116,111,0,YES
2025-26,0022500983,124,112,124,112,0,YES
2025-26,0022500984,117,125,117,125,0,YES
2025-26,0022500985,95,114,95,114,0,YES
2025-26,0022500986,120,112,120,112,0,YES
2025-26,0022500987,132,107,132,107,0,YES
2025-26,0022500988,129,111,129,111,0,YES
2025-26,0022500989,92,100,92,100,0,YES
2025-26,0022500990,115,119,115,119,0,YES
2025-26,0022500991,136,106,136,106,0,YES
2025-26,0022500992,108,113,108,113,0,YES
2025-26,0022500993,117,130,117,130,0,YES
2025-26,0022500994,136,110,136,110,0,YES
2025-26,0022500995,116,123,116,123,0,YES
2025-26,0022500996,116,104,116,104,0,YES
2025-26,0022500997,124,96,124,96,0,YES
2025-26,0022500998,104,132,104,132,0,YES
2025-26,0022500999,120,99,120,99,0,YES
2025-26,0022501000,92,121,92,121,0,YES
2025-26,0022501001,119,127,119,127,0,YES
2025-26,0022501002,109,139,109,139,0,YES
2025-26,0022501003,119,130,119,130,0,YES
2025-26,0022501004,147,111,147,111,0,YES
2025-26,0022501005,124,109,124,109,0,YES
2025-26,0022501006,120,135,120,135,0,YES
2025-26,0022501007,116,124,116,124,0,YES
2025-26,0022501008,130,111,130,111,0,YES
2025-26,0022501009,95,117,95,117,0,YES
2025-26,0022501010,126,134,126,134,0,YES
2025-26,0022501011,110,115,110,115,0,YES
2025-26,0022501012,105,99,105,99,0,YES
2025-26,0022501013,101,100,101,100,0,YES
2025-26,0022501014,128,96,128,96,0,YES
2025-26,0022501015,118,139,118,139,0,YES
2025-26,0022501016,92,93,92,93,0,YES
2025-26,0022501017,115,101,115,101,0,YES
2025-26,0022501018,117,95,117,95,0,YES
2025-26,0022501019,112,117,112,117,0,YES
2025-26,0022501020,104,108,104,108,0,YES
2025-26,0022501021,121,115,121,115,0,YES
2025-26,0022501022,111,132,111,132,0,YES
2025-26,0022501023,124,101,124,101,0,YES
2025-26,0022501024,104,105,104,105,0,YES
2025-26,0022501025,106,111,106,111,0,YES
2025-26,0022501026,126,110,126,110,0,YES
2025-26,0022501027,123,122,123,122,0,YES
2025-26,0022501028,134,119,134,119,0,YES
2025-26,0022501029,131,138,131,138,0,YES
2025-26,0022501030,116,126,116,126,0,YES
2025-26,0022501031,105,108,105,108,0,YES
2025-26,0022501032,128,112,128,112,0,YES
2025-26,0022501033,126,122,126,122,0,YES
2025-26,0022501034,145,113,145,113,0,YES
2025-26,0022501035,92,102,92,102,0,YES
2025-26,0022501036,120,98,120,98,0,YES
2025-26,0022501037,146,107,146,107,0,YES
2025-26,0022501038,113,110,113,110,0,YES
2025-26,0022501039,126,128,126,128,0,YES
2025-26,0022501040,103,123,103,123,0,YES
2025-26,0022501041,111,136,111,136,0,YES
2025-26,0022501042,132,124,132,124,0,YES
2025-26,0022501043,127,143,127,143,0,YES
2025-26,0022501044,131,137,131,137,0,YES
2025-26,0022501045,134,99,134,99,0,YES
2025-26,0022501046,129,96,129,96,0,YES
2025-26,0022501047,134,90,134,90,0,YES
2025-26,0022501048,121,116,121,116,0,YES
2025-26,0022501049,136,131,136,131,0,YES
2025-26,0022501050,123,125,123,125,0,YES
2025-26,0022501051,129,130,129,130,0,YES
2025-26,0022501052,130,137,130,137,0,YES
2025-26,0022501053,157,137,157,137,0,YES
2025-26,0022501054,119,109,119,109,0,YES
2025-26,0022501055,103,120,103,120,0,YES
2025-26,0022501056,98,123,98,123,0,YES
2025-26,0022501057,110,133,110,133,0,YES
2025-26,0022501058,110,108,110,108,0,YES
2025-26,0022501059,142,135,142,135,0,YES
2025-26,0022501060,109,106,109,106,0,YES
2025-26,0022501061,130,99,130,99,0,YES
2025-26,0022501062,119,94,119,94,0,YES
2025-26,0022501063,114,103,114,103,0,YES
2025-26,0022501064,129,108,129,108,0,YES
2025-26,0022501065,121,117,121,117,0,YES
2025-26,0022501066,113,114,113,114,0,YES
2025-26,0022501067,109,102,109,102,0,YES
2025-26,0022501068,149,128,149,128,0,YES
2025-26,0022501069,109,119,109,119,0,YES
2025-26,0022501070,131,113,131,113,0,YES
2025-26,0022501071,119,106,119,106,0,YES
2025-26,0022501072,135,129,135,129,0,YES
2025-26,0022501073,131,126,131,126,0,YES
2025-26,0022501074,93,100,93,100,0,YES
2025-26,0022501075,116,99,116,99,0,YES
2025-26,0022501076,95,127,95,127,0,YES
2025-26,0022501077,114,118,114,118,0,YES
2025-26,0022501078,123,113,123,113,0,YES
2025-26,0022501079,125,124,125,124,0,YES
2025-26,0022501080,87,109,87,109,0,YES
2025-26,0022501081,134,109,134,109,0,YES
2025-26,0022501082,113,127,113,127,0,YES
2025-26,0022501083,135,118,135,118,0,YES
2025-26,0022501084,116,99,116,99,0,YES
2025-26,0022501085,99,114,99,114,0,YES
2025-26,0022501086,139,87,139,87,0,YES
2025-26,0022501087,123,88,123,88,0,YES
2025-26,0022501088,102,134,102,134,0,YES
2025-26,0022501089,111,100,111,100,0,YES
2025-26,0022501090,116,93,116,93,0,YES
2025-26,0022501091,119,109,119,109,0,YES
2025-26,0022501092,112,102,112,102,0,YES
2025-26,0022501093,105,131,105,131,0,YES
2025-26,0022501094,129,114,129,114,0,YES
2025-26,0022501095,94,124,94,124,0,YES
2025-26,0022501096,113,122,113,122,0,YES
2025-26,0022501097,114,110,114,110,0,YES
2025-26,0022501098,120,101,120,101,0,YES
2025-26,0022501099,115,111,115,111,0,YES
2025-26,0022501100,86,117,86,117,0,YES
2025-26,0022501101,127,116,127,116,0,YES
2025-26,0022501102,111,94,111,94,0,YES
2025-26,0022501103,127,113,127,113,0,YES
2025-26,0022501104,104,114,104,114,0,YES
2025-26,0022501105,131,153,131,153,0,YES
2025-26,0022501106,129,147,129,147,0,YES
2025-26,0022501107,101,130,101,130,0,YES
2025-26,0022501108,115,123,115,123,0,YES
2025-26,0022501109,126,145,126,145,0,YES
2025-26,0022501110,119,113,119,113,0,YES
2025-26,0022501111,112,120,112,120,0,YES
2025-26,0022501112,117,130,117,130,0,YES
2025-26,0022501113,113,127,113,127,0,YES
2025-26,0022501114,127,107,127,107,0,YES
2025-26,0022501115,113,108,113,108,0,YES
2025-26,0022501116,139,96,139,96,0,YES
2025-26,0022501117,111,118,111,118,0,YES
2025-26,0022501118,118,106,118,106,0,YES
2025-26,0022501119,99,118,99,118,0,YES
2025-26,0022501120,129,108,129,108,0,YES
2025-26,0022501121,115,103,115,103,0,YES
2025-26,0022501122,107,141,107,141,0,YES
2025-26,0022501123,136,96,136,96,0,YES
2025-26,0022501124,140,106,140,106,0,YES
2025-26,0022501125,96,128,96,128,0,YES
2025-26,0022501126,101,133,101,133,0,YES
2025-26,0022501127,127,138,127,138,0,YES
2025-26,0022501128,117,113,117,113,0,YES
2025-26,0022501129,152,136,152,136,0,YES
2025-26,0022501130,136,134,136,134,0,YES
2025-26,0022501131,93,116,93,116,0,YES
2025-26,0022501132,115,101,115,101,0,YES
2025-26,0022501133,121,115,121,115,0,YES
2025-26,0022501134,110,120,110,120,0,YES
2025-26,0022501135,131,115,131,115,0,YES
2025-26,0022501136,117,108,117,108,0,YES
2025-26,0022501137,108,122,108,122,0,YES
2025-26,0022501138,108,112,108,112,0,YES
2025-26,0022501139,146,111,146,111,0,YES
2025-26,0022501140,134,128,134,128,0,YES
2025-26,0022501141,109,138,109,138,0,YES
2025-26,0022501142,116,117,116,117,0,YES
2025-26,0022501143,105,108,105,108,0,YES
2025-26,0022501144,123,107,123,107,0,YES
2025-26,0022501145,126,142,126,142,0,YES
2025-26,0022501146,115,102,115,102,0,YES
2025-26,0022501147,137,132,137,132,0,YES
2025-26,0022501148,98,129,98,129,0,YES
2025-26,0022501149,113,102,113,102,0,YES
2025-26,0022501150,96,90,96,90,0,YES
2025-26,0022501151,121,95,121,95,0,YES
2025-26,0022501152,104,124,104,124,0,YES
2025-26,0022501153,156,137,156,137,0,YES
2025-26,0022501154,110,105,110,105,0,YES
2025-26,0022501155,87,123,87,123,0,YES
2025-26,0022501156,116,103,116,103,0,YES
2025-26,0022501157,105,119,105,119,0,YES
2025-26,0022501158,122,116,122,116,0,YES
2025-26,0022501159,132,120,132,120,0,YES
2025-26,0022501160,137,111,137,111,0,YES
2025-26,0022501161,112,101,112,101,0,YES
2025-26,0022501162,136,119,136,119,0,YES
2025-26,0022501163,110,128,110,128,0,YES
2025-26,0022501164,112,107,112,107,0,YES
2025-26,0022501165,128,114,128,114,0,YES
2025-26,0022501166,108,119,108,119,0,YES
2025-26,0022501167,94,123,94,123,0,YES
2025-26,0022501168,112,106,112,106,0,YES
2025-26,0022501169,113,102,113,102,0,YES
2025-26,0022501170,103,119,103,119,0,YES
2025-26,0022501171,100,118,100,118,0,YES
2025-26,0022501172,117,140,117,140,0,YES
2025-26,0022501173,124,102,124,102,0,YES
2025-26,0022501174,144,118,144,118,0,YES
2025-26,0022501175,94,105,94,105,0,YES
2025-26,0022501176,112,95,112,95,0,YES
2025-26,0022501177,103,127,103,127,0,YES
2025-26,0022501178,132,136,132,136,0,YES
2025-26,0022501179,125,108,125,108,0,YES
2025-26,0022501180,139,120,139,120,0,YES
2025-26,0022501181,147,101,147,101,0,YES
2025-26,0022501182,127,107,127,107,0,YES
2025-26,0022501183,116,97,116,97,0,YES
2025-26,0022501184,124,118,124,118,0,YES
2025-26,0022501185,101,73,101,73,0,YES
2025-26,0022501186,113,108,113,108,0,YES
2025-26,0022501187,130,117,130,117,0,YES
2025-26,0022501188,121,133,121,133,0,YES
2025-26,0022501189,143,117,143,117,0,YES
2025-26,0022501190,96,110,96,110,0,YES
2025-26,0022501191,126,106,126,106,0,YES
2025-26,0022501192,136,101,136,101,0,YES
2025-26,0022501193,149,128,149,128,0,YES
2025-26,0022501194,132,101,132,101,0,YES
2025-26,0022501195,132,126,132,126,0,YES
2025-26,0022501196,103,135,103,135,0,YES
2025-26,0022501197,118,128,118,128,0,YES
2025-26,0022501198,131,107,131,107,0,YES
2025-26,0022501199,115,110,115,110,0,YES
2025-26,0022501200,122,110,122,110,0,YES
