rowId,foldId,maxFeatureDate,asOfDate,futureDateMin,leakageOk
F4_1642261,3,2024-12-31,2025-01-01,2025-01-02,true
F4_201143,3,2024-12-31,2025-01-01,2025-01-02,true
F4_203991,3,2025-01-01,2025-01-01,2025-01-02,true
F4_1630183,3,2024-12-31,2025-01-01,2025-01-02,true
F4_1630537,3,2024-12-23,2025-01-01,2025-01-02,true
F4_1629723,3,2024-12-31,2025-01-01,2025-01-02,true
F4_1631119,3,2024-12-31,2025-01-01,2025-01-02,true
F4_1641745,3,2024-12-05,2025-01-01,2025-01-02,true
F4_203954,3,2024-12-30,2025-01-01,2025-01-02,true
F4_1642278,3,2025-01-01,2025-01-01,2025-01-02,true
F4_1641727,3,2024-12-23,2025-01-01,2025-01-02,true
F4_1630568,3,2024-12-19,2025-01-01,2025-01-02,true
F4_1631466,3,2024-11-20,2025-01-01,2025-01-02,true
F4_1628978,3,2024-12-31,2025-01-01,2025-01-02,true
F4_1629640,3,2024-12-31,2025-01-01,2025-01-02,true
F4_1629312,3,2025-01-01,2025-01-01,2025-01-02,true
F4_1628975,3,2025-01-01,2025-01-01,2025-01-02,true
F4_1631212,3,2025-01-01,2025-01-01,2025-01-02,true
F4_1630538,3,2024-12-31,2025-01-01,2025-01-02,true
F4_1629003,3,2024-12-31,2025-01-01,2025-01-02,true
F4_1631117,3,2025-01-01,2025-01-01,2025-01-02,true
F4_203944,3,2024-12-31,2025-01-01,2025-01-02,true
F4_1629618,3,2025-01-01,2025-01-01,2025-01-02,true
F4_1642285,3,2024-12-31,2025-01-01,2025-01-02,true
F4_1631116,3,2024-12-30,2025-01-01,2025-01-02,true
F4_1630193,3,2025-01-01,2025-01-01,2025-01-02,true
F4_1630548,3,2025-01-01,2025-01-01,2025-01-02,true
F4_1631133,3,2024-12-30,2025-01-01,2025-01-02,true
F4_1629626,3,2024-12-08,2025-01-01,2025-01-02,true
F4_1641871,3,2024-12-30,2025-01-01,2025-01-02,true
F4_1630649,3,2024-12-23,2025-01-01,2025-01-02,true
F4_1641857,3,2024-12-23,2025-01-01,2025-01-02,true
F4_1629004,3,2025-01-01,2025-01-01,2025-01-02,true
F4_1630559,3,2024-12-31,2025-01-01,2025-01-02,true
F4_1642352,3,2024-12-23,2025-01-01,2025-01-02,true
F4_201145,3,2024-12-26,2025-01-01,2025-01-02,true
F4_1631172,3,2024-12-29,2025-01-01,2025-01-02,true
F4_1642348,3,2025-01-01,2025-01-01,2025-01-02,true
F4_1631131,3,2024-11-27,2025-01-01,2025-01-02,true
F4_1641796,3,2024-12-28,2025-01-01,2025-01-02,true
F4_1631230,3,2025-01-01,2025-01-01,2025-01-02,true
F4_1631217,3,2024-12-30,2025-01-01,2025-01-02,true
F4_1630527,3,2025-01-01,2025-01-01,2025-01-02,true
F4_1628998,3,2024-12-26,2025-01-01,2025-01-02,true
F4_1628970,3,2024-12-30,2025-01-01,2025-01-02,true
F4_1641738,3,2024-12-31,2025-01-01,2025-01-02,true
F4_1630631,3,2024-11-11,2025-01-01,2025-01-02,true
F4_1627750,3,2025-01-01,2025-01-01,2025-01-02,true
F4_1630311,3,2024-12-30,2025-01-01,2025-01-02,true
F4_1630695,3,2024-12-28,2025-01-01,2025-01-02,true
F4_1627763,3,2025-01-01,2025-01-01,2025-01-02,true
F4_1630173,3,2025-01-01,2025-01-01,2025-01-02,true
F4_1641854,3,2024-12-30,2025-01-01,2025-01-02,true
F4_1629162,3,2024-12-30,2025-01-01,2025-01-02,true
F4_1641810,3,2024-12-26,2025-01-01,2025-01-02,true
F4_1629673,3,2025-01-01,2025-01-01,2025-01-02,true
F4_1626158,3,2024-12-23,2025-01-01,2025-01-02,true
F4_1631213,3,2025-01-01,2025-01-01,2025-01-02,true
F4_201599,3,2025-01-01,2025-01-01,2025-01-02,true
F4_1631210,3,2024-12-30,2025-01-01,2025-01-02,true
F4_1642382,3,2024-12-29,2025-01-01,2025-01-02,true
F4_1630539,3,2024-12-31,2025-01-01,2025-01-02,true
F4_1630288,3,2024-12-30,2025-01-01,2025-01-02,true
F4_1631216,3,2025-01-01,2025-01-01,2025-01-02,true
F4_1641730,3,2025-01-01,2025-01-01,2025-01-02,true
F4_1628976,3,2025-01-01,2025-01-01,2025-01-02,true
F4_1642345,3,2024-12-31,2025-01-01,2025-01-02,true
F4_1641741,3,2025-01-01,2025-01-01,2025-01-02,true
F4_1641711,3,2025-01-01,2025-01-01,2025-01-02,true
F4_203915,3,2025-01-01,2025-01-01,2025-01-02,true
F4_1628370,3,2025-01-01,2025-01-01,2025-01-02,true
F4_1641737,3,2024-12-30,2025-01-01,2025-01-02,true
F4_1631108,3,2024-12-31,2025-01-01,2025-01-02,true
F4_1630531,3,2024-12-31,2025-01-01,2025-01-02,true
F4_1641725,3,2024-12-23,2025-01-01,2025-01-02,true
F4_1628971,3,2024-12-31,2025-01-01,2025-01-02,true
F4_1641816,3,2025-01-01,2025-01-01,2025-01-02,true
F4_1626162,3,2024-12-30,2025-01-01,2025-01-02,true
F4_202709,3,2025-01-01,2025-01-01,2025-01-02,true
F4_1631098,3,2025-01-01,2025-01-01,2025-01-02,true
F4_1630215,3,2025-01-01,2025-01-01,2025-01-02,true
F4_201567,3,2024-12-29,2025-01-01,2025-01-02,true
F4_1628960,3,2024-12-21,2025-01-01,2025-01-02,true
F4_202704,3,2025-01-01,2025-01-01,2025-01-02,true
F4_1631115,3,2024-12-22,2025-01-01,2025-01-02,true
F4_1630699,3,2024-12-23,2025-01-01,2025-01-02,true
F4_1641729,3,2025-01-01,2025-01-01,2025-01-02,true
F4_101108,3,2024-12-31,2025-01-01,2025-01-02,true
F4_201144,3,2024-12-31,2025-01-01,2025-01-02,true
F4_201988,3,2024-11-09,2025-01-01,2025-01-02,true
F4_1630264,3,2025-01-01,2025-01-01,2025-01-02,true
F4_1641842,3,2025-01-01,2025-01-01,2025-01-02,true
F4_1630322,3,2024-12-30,2025-01-01,2025-01-02,true
F4_202693,3,2024-12-19,2025-01-01,2025-01-02,true
F4_1641765,3,2025-01-01,2025-01-01,2025-01-02,true
F4_1630200,3,2024-12-31,2025-01-01,2025-01-02,true
F4_202066,3,2024-12-29,2025-01-01,2025-01-02,true
F4_1641736,3,2025-01-01,2025-01-01,2025-01-02,true
F4_1631207,3,2025-01-01,2025-01-01,2025-01-02,true
F4_203078,3,2024-12-31,2025-01-01,2025-01-02,true
F4_1628366,3,2025-01-01,2025-01-01,2025-01-02,true
F4_1631255,3,2024-12-01,2025-01-01,2025-01-02,true
F4_1630314,3,2025-01-01,2025-01-01,2025-01-02,true
F4_1631323,3,2024-12-28,2025-01-01,2025-01-02,true
F4_1641733,3,2024-12-23,2025-01-01,2025-01-02,true
F4_1630346,3,2024-12-30,2025-01-01,2025-01-02,true
F4_1629646,3,2024-12-31,2025-01-01,2025-01-02,true
F4_1641789,3,2025-01-01,2025-01-01,2025-01-02,true
F4_204060,3,2024-11-17,2025-01-01,2025-01-02,true
F4_1641775,3,2024-12-31,2025-01-01,2025-01-02,true
F4_1641706,3,2024-12-26,2025-01-01,2025-01-02,true
F4_1631132,3,2024-12-28,2025-01-01,2025-01-02,true
F4_1641709,3,2025-01-01,2025-01-01,2025-01-02,true
F4_1628989,3,2025-01-01,2025-01-01,2025-01-02,true
F4_1629622,3,2024-12-31,2025-01-01,2025-01-02,true
F4_1631105,3,2025-01-01,2025-01-01,2025-01-02,true
F4_201959,3,2024-12-13,2025-01-01,2025-01-02,true
F4_204456,3,2024-12-31,2025-01-01,2025-01-02,true
F4_1629611,3,2024-12-03,2025-01-01,2025-01-02,true
F4_1641724,3,2025-01-01,2025-01-01,2025-01-02,true
F4_1642281,3,2024-12-30,2025-01-01,2025-01-02,true
F4_1628380,3,2024-12-31,2025-01-01,2025-01-02,true
F4_1630625,3,2024-12-23,2025-01-01,2025-01-02,true
F4_203482,3,2025-01-01,2025-01-01,2025-01-02,true
F4_1631097,3,2024-12-31,2025-01-01,2025-01-02,true
F4_1630611,3,2024-12-30,2025-01-01,2025-01-02,true
F4_1630549,3,2025-01-01,2025-01-01,2025-01-02,true
F4_1630192,3,2025-01-01,2025-01-01,2025-01-02,true
F4_1626153,3,2024-12-26,2025-01-01,2025-01-02,true
F4_1630169,3,2024-12-31,2025-01-01,2025-01-02,true
F4_1642402,3,2024-12-27,2025-01-01,2025-01-02,true
F4_1641767,3,2024-12-31,2025-01-01,2025-01-02,true
F4_1641712,3,2024-12-30,2025-01-01,2025-01-02,true
F4_201587,3,2024-12-31,2025-01-01,2025-01-02,true
F4_1642271,3,2025-01-01,2025-01-01,2025-01-02,true
F4_1627824,3,2025-01-01,2025-01-01,2025-01-02,true
F4_1629111,3,2024-12-26,2025-01-01,2025-01-02,true
F4_203083,3,2025-01-01,2025-01-01,2025-01-02,true
F4_201569,3,2025-01-01,2025-01-01,2025-01-02,true
F4_1642277,3,2024-12-29,2025-01-01,2025-01-02,true
F4_1631101,3,2024-12-30,2025-01-01,2025-01-02,true
F4_1630529,3,2025-01-01,2025-01-01,2025-01-02,true
F4_1630579,3,2024-12-30,2025-01-01,2025-01-02,true
F4_1630590,3,2024-12-31,2025-01-01,2025-01-02,true
F4_1642346,3,2024-12-31,2025-01-01,2025-01-02,true
F4_1629234,3,2024-12-28,2025-01-01,2025-01-02,true
F4_1642265,3,2024-12-23,2025-01-01,2025-01-02,true
F4_1630191,3,2025-01-01,2025-01-01,2025-01-02,true
F4_1626171,3,2024-12-31,2025-01-01,2025-01-02,true
F4_1629614,3,2024-12-31,2025-01-01,2025-01-02,true
F4_1631124,3,2025-01-01,2025-01-01,2025-01-02,true
F4_1628964,3,2024-12-31,2025-01-01,2025-01-02,true
F4_1626192,3,2024-12-20,2025-01-01,2025-01-02,true
F4_1641763,3,2025-01-01,2025-01-01,2025-01-02,true
F4_1641998,3,2024-12-19,2025-01-01,2025-01-02,true
F4_1629627,3,2024-11-06,2025-01-01,2025-01-02,true
F4_1630214,3,2024-12-31,2025-01-01,2025-01-02,true
F4_1631170,3,2025-01-01,2025-01-01,2025-01-02,true
F4_1629629,3,2024-12-31,2025-01-01,2025-01-02,true
F4_202684,3,2024-12-30,2025-01-01,2025-01-02,true
F4_203967,3,2024-11-23,2025-01-01,2025-01-02,true
F4_203458,3,2025-01-01,2025-01-01,2025-01-02,true
F4_203468,3,2025-01-01,2025-01-01,2025-01-02,true
F4_203500,3,2025-01-01,2025-01-01,2025-01-02,true
F4_1641824,3,2025-01-01,2025-01-01,2025-01-02,true
F4_1626168,3,2025-01-01,2025-01-01,2025-01-02,true
F4_1631103,3,2024-12-31,2025-01-01,2025-01-02,true
F4_1630245,3,2024-12-23,2025-01-01,2025-01-02,true
F4_200768,3,2025-01-01,2025-01-01,2025-01-02,true
F4_1630574,3,2024-12-19,2025-01-01,2025-01-02,true
F4_1631223,3,2025-01-01,2025-01-01,2025-01-02,true
F4_1631104,3,2024-12-31,2025-01-01,2025-01-02,true
F4_1641783,3,2025-01-01,2025-01-01,2025-01-02,true
F4_1627752,3,2024-12-31,2025-01-01,2025-01-02,true
F4_1630591,3,2025-01-01,2025-01-01,2025-01-02,true
F4_1630811,3,2024-12-29,2025-01-01,2025-01-02,true
F4_1629028,3,2024-12-30,2025-01-01,2025-01-02,true
F4_202685,3,2025-01-01,2025-01-01,2025-01-02,true
F4_1630533,3,2024-12-01,2025-01-01,2025-01-02,true
F4_1630249,3,2025-01-01,2025-01-01,2025-01-02,true
F4_1641757,3,2024-12-31,2025-01-01,2025-01-02,true
F4_203992,3,2024-12-21,2025-01-01,2025-01-02,true
F4_1629651,3,2025-01-01,2025-01-01,2025-01-02,true
F4_1641794,3,2024-12-29,2025-01-01,2025-01-02,true
F4_1642266,3,2025-01-01,2025-01-01,2025-01-02,true
F4_202699,3,2025-01-01,2025-01-01,2025-01-02,true
F4_202331,3,2025-01-01,2025-01-01,2025-01-02,true
F4_203924,3,2024-12-28,2025-01-01,2025-01-02,true
F4_1630166,3,2024-12-30,2025-01-01,2025-01-02,true
F4_201935,3,2024-12-31,2025-01-01,2025-01-02,true
F4_1626156,3,2025-01-01,2025-01-01,2025-01-02,true
F4_1642270,3,2024-12-30,2025-01-01,2025-01-02,true
F4_1631200,3,2024-12-30,2025-01-01,2025-01-02,true
F4_1642263,3,2024-12-27,2025-01-01,2025-01-02,true
F4_1641716,3,2024-12-31,2025-01-01,2025-01-02,true
F4_1630208,3,2024-12-30,2025-01-01,2025-01-02,true
F4_1642367,3,2025-01-01,2025-01-01,2025-01-02,true
F4_203471,3,2024-12-30,2025-01-01,2025-01-02,true
F4_203486,3,2024-12-31,2025-01-01,2025-01-02,true
F4_1626167,3,2024-12-31,2025-01-01,2025-01-02,true
F4_1628467,3,2025-01-01,2025-01-01,2025-01-02,true
F4_1630172,3,2025-01-01,2025-01-01,2025-01-02,true
F4_1642354,3,2024-12-30,2025-01-01,2025-01-02,true
F4_1630526,3,2024-12-27,2025-01-01,2025-01-02,true
F4_203501,3,2025-01-01,2025-01-01,2025-01-02,true
F4_1629750,3,2025-01-01,2025-01-01,2025-01-02,true
F4_1630182,3,2024-12-30,2025-01-01,2025-01-02,true
F4_1630557,3,2025-01-01,2025-01-01,2025-01-02,true
F4_1630702,3,2025-01-01,2025-01-01,2025-01-02,true
F4_1629632,3,2025-01-01,2025-01-01,2025-01-02,true
F4_1630592,3,2025-01-01,2025-01-01,2025-01-02,true
F4_1629628,3,2024-12-29,2025-01-01,2025-01-02,true
F4_1629216,3,2024-12-28,2025-01-01,2025-01-02,true
F4_1630567,3,2025-01-01,2025-01-01,2025-01-02,true
F4_1641710,3,2024-12-27,2025-01-01,2025-01-02,true
F4_1642275,3,2024-12-30,2025-01-01,2025-01-02,true
F4_1642274,3,2025-01-01,2025-01-01,2025-01-02,true
F4_1629014,3,2024-12-30,2025-01-01,2025-01-02,true
F4_1628464,3,2025-01-01,2025-01-01,2025-01-02,true
F4_1641722,3,2025-01-01,2025-01-01,2025-01-02,true
F4_2544,3,2024-12-31,2025-01-01,2025-01-02,true
F4_1641748,3,2024-12-31,2025-01-01,2025-01-02,true
F4_203110,3,2024-12-30,2025-01-01,2025-01-02,true
F4_1631099,3,2024-12-30,2025-01-01,2025-01-02,true
F4_203995,3,2024-12-30,2025-01-01,2025-01-02,true
F4_1642258,3,2025-01-01,2025-01-01,2025-01-02,true
F4_1628398,3,2025-01-01,2025-01-01,2025-01-02,true
F4_203994,3,2024-12-27,2025-01-01,2025-01-02,true
F4_1626179,3,2024-12-29,2025-01-01,2025-01-02,true
F4_201566,3,2025-01-01,2025-01-01,2025-01-02,true
F4_1630553,3,2025-01-01,2025-01-01,2025-01-02,true
F4_1630175,3,2025-01-01,2025-01-01,2025-01-02,true
F4_1628997,3,2025-01-01,2025-01-01,2025-01-02,true
F4_1630595,3,2025-01-01,2025-01-01,2025-01-02,true
F4_1642262,3,2024-12-30,2025-01-01,2025-01-02,true
F4_1628389,3,2025-01-01,2025-01-01,2025-01-02,true
F4_1641739,3,2024-12-30,2025-01-01,2025-01-02,true
F4_1629645,3,2024-12-31,2025-01-01,2025-01-02,true
F4_1642347,3,2025-01-01,2025-01-01,2025-01-02,true
F4_1642273,3,2025-01-01,2025-01-01,2025-01-02,true
F4_1642264,3,2024-12-31,2025-01-01,2025-01-02,true
F4_1629027,3,2025-01-01,2025-01-01,2025-01-02,true
F4_1630703,3,2024-12-30,2025-01-01,2025-01-02,true
F4_1642267,3,2025-01-01,2025-01-01,2025-01-02,true
F4_1642259,3,2025-01-01,2025-01-01,2025-01-02,true
F4_1641731,3,2025-01-01,2025-01-01,2025-01-02,true
F4_1630558,3,2025-01-01,2025-01-01,2025-01-02,true
F4_1627732,3,2025-01-01,2025-01-01,2025-01-02,true
F4_1630581,3,2025-01-01,2025-01-01,2025-01-02,true
F4_1641718,3,2025-01-01,2025-01-01,2025-01-02,true
F4_1642268,3,2025-01-01,2025-01-01,2025-01-02,true
F4_1627749,3,2025-01-01,2025-01-01,2025-01-02,true
F5_1628983,4,2025-01-16,2025-01-18,2025-01-19,true
F5_203999,4,2025-01-17,2025-01-18,2025-01-19,true
F5_1626181,4,2025-01-16,2025-01-18,2025-01-19,true
F5_1628369,4,2025-01-18,2025-01-18,2025-01-19,true
F5_1628991,4,2025-01-17,2025-01-18,2025-01-19,true
F5_1626157,4,2025-01-13,2025-01-18,2025-01-19,true
F5_1630202,4,2025-01-18,2025-01-18,2025-01-19,true
F5_1627783,4,2025-01-18,2025-01-18,2025-01-19,true
F5_1630596,4,2025-01-16,2025-01-18,2025-01-19,true
F5_1628378,4,2025-01-18,2025-01-18,2025-01-19,true
F5_1630532,4,2024-12-06,2025-01-18,2025-01-19,true
F5_1628386,4,2025-01-18,2025-01-18,2025-01-19,true
F5_1630224,4,2025-01-18,2025-01-18,2025-01-19,true
F5_1629636,4,2025-01-18,2025-01-18,2025-01-19,true
F5_1629660,4,2025-01-18,2025-01-18,2025-01-19,true
F5_202681,4,2025-01-17,2025-01-18,2025-01-19,true
F5_1628973,4,2025-01-17,2025-01-18,2025-01-19,true
F5_1629639,4,2025-01-17,2025-01-18,2025-01-19,true
F5_1631106,4,2025-01-18,2025-01-18,2025-01-19,true
F5_1630583,4,2025-01-17,2025-01-18,2025-01-19,true
F5_202696,4,2025-01-17,2025-01-18,2025-01-19,true
F5_201942,4,2025-01-16,2025-01-18,2025-01-19,true
F5_201939,4,2025-01-18,2025-01-18,2025-01-19,true
F5_1629675,4,2025-01-18,2025-01-18,2025-01-19,true
F5_1629631,4,2025-01-18,2025-01-18,2025-01-19,true
F5_1631128,4,2025-01-17,2025-01-18,2025-01-19,true
F5_203081,4,2025-01-17,2025-01-18,2025-01-19,true
F5_1630162,4,2025-01-18,2025-01-18,2025-01-19,true
F5_1627734,4,2025-01-16,2025-01-18,2025-01-19,true
F5_1627736,4,2025-01-18,2025-01-18,2025-01-19,true
F5_202710,4,2025-01-17,2025-01-18,2025-01-19,true
F5_203076,4,2025-01-15,2025-01-18,2025-01-19,true
F5_1641717,4,2025-01-17,2025-01-18,2025-01-19,true
F5_1628404,4,2025-01-17,2025-01-18,2025-01-19,true
F5_1629655,4,2025-01-17,2025-01-18,2025-01-19,true
F5_1627884,4,2025-01-16,2025-01-18,2025-01-19,true
F5_1631114,4,2025-01-17,2025-01-18,2025-01-19,true
F5_1628384,4,2025-01-17,2025-01-18,2025-01-19,true
F5_203952,4,2025-01-18,2025-01-18,2025-01-19,true
F5_1631165,4,2025-01-16,2025-01-18,2025-01-19,true
F5_1627826,4,2025-01-16,2025-01-18,2025-01-19,true
F5_1629661,4,2025-01-14,2025-01-18,2025-01-19,true
F5_203507,4,2025-01-17,2025-01-18,2025-01-19,true
F5_1628368,4,2025-01-16,2025-01-18,2025-01-19,true
F5_1627832,4,2025-01-18,2025-01-18,2025-01-19,true
F5_1628449,4,2025-01-17,2025-01-18,2025-01-19,true
F5_1628401,4,2025-01-18,2025-01-18,2025-01-19,true
F5_1629634,4,2025-01-17,2025-01-18,2025-01-19,true
F5_1629008,4,2025-01-17,2025-01-18,2025-01-19,true
F5_1629652,4,2025-01-17,2025-01-18,2025-01-19,true
F5_1629599,4,2025-01-16,2025-01-18,2025-01-19,true
F5_1628415,4,2025-01-18,2025-01-18,2025-01-19,true
F5_1630598,4,2025-01-17,2025-01-18,2025-01-19,true
F5_1630530,4,2025-01-17,2025-01-18,2025-01-19,true
F5_1629048,4,2025-01-12,2025-01-18,2025-01-19,true
F5_1641708,4,2025-01-16,2025-01-18,2025-01-19,true
F5_1631109,4,2025-01-17,2025-01-18,2025-01-19,true
F5_1641705,4,2025-01-17,2025-01-18,2025-01-19,true
F5_1630198,4,2025-01-17,2025-01-18,2025-01-19,true
F5_1630643,4,2025-01-17,2025-01-18,2025-01-19,true
F5_1628436,4,2025-01-18,2025-01-18,2025-01-19,true
F5_1626166,4,2025-01-17,2025-01-18,2025-01-19,true
F5_1628374,4,2025-01-11,2025-01-18,2025-01-19,true
F5_203897,4,2025-01-17,2025-01-18,2025-01-19,true
F5_1627747,4,2025-01-18,2025-01-18,2025-01-19,true
F5_1630217,4,2025-01-17,2025-01-18,2025-01-19,true
F5_201142,4,2025-01-18,2025-01-18,2025-01-19,true
F5_1642377,4,2025-01-17,2025-01-18,2025-01-19,true
F5_1631260,4,2025-01-17,2025-01-18,2025-01-19,true
F5_203932,4,2025-01-17,2025-01-18,2025-01-19,true
F5_1630167,4,2025-01-18,2025-01-18,2025-01-19,true
F5_1630700,4,2025-01-18,2025-01-18,2025-01-19,true
F5_1629018,4,2025-01-17,2025-01-18,2025-01-19,true
F5_204001,4,2025-01-17,2025-01-18,2025-01-19,true
F5_1629026,4,2025-01-17,2025-01-18,2025-01-19,true
F5_1629656,4,2025-01-17,2025-01-18,2025-01-19,true
F5_1630178,4,2025-01-18,2025-01-18,2025-01-19,true
F5_203497,4,2025-01-18,2025-01-18,2025-01-19,true
F5_1627936,4,2025-01-17,2025-01-18,2025-01-19,true
F5_1626164,4,2025-01-18,2025-01-18,2025-01-19,true
F5_1630578,4,2025-01-18,2025-01-18,2025-01-19,true
F5_201950,4,2025-01-18,2025-01-18,2025-01-19,true
F5_1641715,4,2025-01-18,2025-01-18,2025-01-19,true
F5_1628379,4,2025-01-17,2025-01-18,2025-01-19,true
F5_1628381,4,2025-01-04,2025-01-18,2025-01-19,true
F5_203084,4,2025-01-17,2025-01-18,2025-01-19,true
F5_202692,4,2025-01-15,2025-01-18,2025-01-19,true
F5_1630183,4,2025-01-18,2025-01-18,2025-01-19,true
F5_1627741,4,2025-01-18,2025-01-18,2025-01-19,true
F5_1630573,4,2025-01-18,2025-01-18,2025-01-19,true
F5_1630194,4,2025-01-18,2025-01-18,2025-01-19,true
F5_1627759,4,2025-01-18,2025-01-18,2025-01-19,true
F5_1629659,4,2025-01-15,2025-01-18,2025-01-19,true
F5_1629060,4,2025-01-17,2025-01-18,2025-01-19,true
F5_203484,4,2025-01-17,2025-01-18,2025-01-19,true
F5_1628969,4,2025-01-17,2025-01-18,2025-01-19,true
F5_1628418,4,2025-01-18,2025-01-18,2025-01-19,true
F5_1641744,4,2025-01-17,2025-01-18,2025-01-19,true
F5_1628988,4,2025-01-18,2025-01-18,2025-01-19,true
F5_1631222,4,2025-01-17,2025-01-18,2025-01-19,true
F5_1630169,4,2025-01-18,2025-01-18,2025-01-19,true
F5_1629012,4,2025-01-17,2025-01-18,2025-01-19,true
F5_1626204,4,2024-12-28,2025-01-18,2025-01-19,true
F5_1629731,4,2025-01-18,2025-01-18,2025-01-19,true
F5_1630577,4,2025-01-17,2025-01-18,2025-01-19,true
F5_1630534,4,2025-01-15,2025-01-18,2025-01-19,true
F5_1629023,4,2025-01-17,2025-01-18,2025-01-19,true
F5_201572,4,2025-01-17,2025-01-18,2025-01-19,true
F5_1626220,4,2025-01-18,2025-01-18,2025-01-19,true
F5_1627750,4,2025-01-17,2025-01-18,2025-01-19,true
F5_1630552,4,2025-01-18,2025-01-18,2025-01-19,true
F5_1642276,4,2025-01-17,2025-01-18,2025-01-19,true
F5_1630540,4,2025-01-17,2025-01-18,2025-01-19,true
F5_1631117,4,2025-01-15,2025-01-18,2025-01-19,true
F5_1630168,4,2025-01-18,2025-01-18,2025-01-19,true
F5_1630551,4,2025-01-16,2025-01-18,2025-01-19,true
F5_201143,4,2025-01-17,2025-01-18,2025-01-19,true
F5_203114,4,2025-01-17,2025-01-18,2025-01-19,true
F5_1630174,4,2025-01-18,2025-01-18,2025-01-19,true
F5_1631157,4,2025-01-17,2025-01-18,2025-01-19,true
F5_1627751,4,2025-01-17,2025-01-18,2025-01-19,true
F5_1630163,4,2025-01-17,2025-01-18,2025-01-19,true
F5_1630631,4,2025-01-17,2025-01-18,2025-01-19,true
F5_1627777,4,2025-01-18,2025-01-18,2025-01-19,true
F5_1631218,4,2025-01-18,2025-01-18,2025-01-19,true
F5_1631204,4,2025-01-18,2025-01-18,2025-01-19,true
F5_1629674,4,2025-01-18,2025-01-18,2025-01-19,true
F5_1629006,4,2025-01-11,2025-01-18,2025-01-19,true
F5_1630256,4,2025-01-18,2025-01-18,2025-01-19,true
F5_1628960,4,2025-01-18,2025-01-18,2025-01-19,true
F5_1641729,4,2025-01-17,2025-01-18,2025-01-19,true
F5_1626172,4,2025-01-18,2025-01-18,2025-01-19,true
F5_1628370,4,2025-01-16,2025-01-18,2025-01-19,true
F5_203552,4,2025-01-17,2025-01-18,2025-01-19,true
F5_1630572,4,2025-01-17,2025-01-18,2025-01-19,true
F5_1630215,4,2025-01-16,2025-01-18,2025-01-19,true
F5_1630241,4,2025-01-18,2025-01-18,2025-01-19,true
F5_1627780,4,2025-01-18,2025-01-18,2025-01-19,true
F5_1631110,4,2025-01-06,2025-01-18,2025-01-19,true
F5_1631107,4,2025-01-17,2025-01-18,2025-01-19,true
F5_1631342,4,2025-01-15,2025-01-18,2025-01-19,true
F5_1630230,4,2025-01-17,2025-01-18,2025-01-19,true
F5_1630541,4,2025-01-18,2025-01-18,2025-01-19,true
F5_1628970,4,2025-01-17,2025-01-18,2025-01-19,true
F5_203954,4,2025-01-04,2025-01-18,2025-01-19,true
F5_1627827,4,2025-01-13,2025-01-18,2025-01-19,true
F5_1629130,4,2025-01-17,2025-01-18,2025-01-19,true
F5_1630188,4,2025-01-17,2025-01-18,2025-01-19,true
F5_203926,4,2025-01-06,2025-01-18,2025-01-19,true
F5_203937,4,2025-01-13,2025-01-18,2025-01-19,true
F5_1630170,4,2025-01-17,2025-01-18,2025-01-19,true
F5_1628366,4,2025-01-17,2025-01-18,2025-01-19,true
F5_1629057,4,2025-01-18,2025-01-18,2025-01-19,true
F5_1626167,4,2025-01-18,2025-01-18,2025-01-19,true
F5_1631212,4,2025-01-17,2025-01-18,2025-01-19,true
F5_203914,4,2025-01-01,2025-01-18,2025-01-19,true
F5_1630550,4,2025-01-05,2025-01-18,2025-01-19,true
F5_1629640,4,2025-01-17,2025-01-18,2025-01-19,true
F5_1629726,4,2025-01-18,2025-01-18,2025-01-19,true
F5_1642346,4,2025-01-18,2025-01-18,2025-01-19,true
F5_1628371,4,2025-01-17,2025-01-18,2025-01-19,true
F5_1628392,4,2025-01-14,2025-01-18,2025-01-19,true
F5_1631116,4,2025-01-13,2025-01-18,2025-01-19,true
F5_1641787,4,2025-01-17,2025-01-18,2025-01-19,true
F5_1641890,4,2024-12-23,2025-01-18,2025-01-19,true
F5_1642382,4,2025-01-17,2025-01-18,2025-01-19,true
F5_1631105,4,2025-01-18,2025-01-18,2025-01-19,true
F5_1631094,4,2025-01-17,2025-01-18,2025-01-19,true
F5_1630559,4,2025-01-17,2025-01-18,2025-01-19,true
F5_1641738,4,2025-01-16,2025-01-18,2025-01-19,true
F5_1631119,4,2025-01-17,2025-01-18,2025-01-19,true
F5_1630568,4,2025-01-17,2025-01-18,2025-01-19,true
F5_1641810,4,2025-01-08,2025-01-18,2025-01-19,true
F5_1630538,4,2025-01-16,2025-01-18,2025-01-19,true
F5_1631172,4,2025-01-17,2025-01-18,2025-01-19,true
F5_202695,4,2025-01-15,2025-01-18,2025-01-19,true
F5_1629312,4,2025-01-17,2025-01-18,2025-01-19,true
F5_1641727,4,2025-01-15,2025-01-18,2025-01-19,true
F5_1629638,4,2025-01-18,2025-01-18,2025-01-19,true
F5_1641709,4,2025-01-18,2025-01-18,2025-01-19,true
F5_1631169,4,2025-01-17,2025-01-18,2025-01-19,true
F5_1628975,4,2025-01-15,2025-01-18,2025-01-19,true
F5_1642278,4,2025-01-17,2025-01-18,2025-01-19,true
F5_1641809,4,2025-01-03,2025-01-18,2025-01-19,true
F5_1641854,4,2025-01-16,2025-01-18,2025-01-19,true
F5_1631250,4,2025-01-18,2025-01-18,2025-01-19,true
