player,playerId,teamId,position,positionSource,primaryArchetype,archetypeConfidence,secondaryArchetype,rawDRBL,posteriorDRBL,posteriorReliability,calibrationIntercept,calibrationSlope,finalAbilityDRBL100,actualOnCourtPossessions,replacementLevelDRBL100,aboveReplacementRate,pointsPerWin,DRBL_WAA,DRBL_WAR,oldDisplayedWAR,newDisplayedWAR,warChange,oldRank,newAbilityRank,newWaaRank,newWarRank,modelVersion,calibrationVersion,replacementVersion,warFormulaVersion
David Duke Jr.,1630561,1610612759,UNKNOWN,unavailable,finisher,0.4326,defender,1.6819,-0.397,0.4135,0,5.835417,-2.31666,141,-1.488615,-0.828046,38.714286,-0.084374,-0.030158,0.08,-0.030158,-0.110158,257,401,265,351,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Malcolm Brogdon,1627763,1610612764,UNKNOWN,unavailable,finisher,0.6808,creator,0.0997,-0.0512,0.9218,0,5.835417,-0.298773,2359,-1.488615,1.189841,38.714286,-0.182053,0.725013,0.08,0.725013,0.645013,258,257,280,251,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Jrue Holiday,201950,1610612738,UNKNOWN,unavailable,finisher,0.8646,creator,0.028,-0.039,0.9752,0,5.835417,-0.227581,7860,-1.488615,1.261034,38.714286,-0.462049,2.560224,0.07,2.560224,2.490224,259,250,307,157,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Sidy Cissoko,1631321,1610612759,UNKNOWN,unavailable,finisher,0.4725,defender,0.4605,0.5019,0.6875,0,5.835417,2.928796,440,-1.488615,4.41741,38.714286,0.332867,0.502053,0.07,0.502053,0.432053,260,81,191,260,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Jeremy Sochan,1631110,1610612759,UNKNOWN,unavailable,finisher,0.8111,creator,0.0351,0.0386,0.9659,0,5.835417,0.225247,5657,-1.488615,1.713862,38.714286,0.329135,2.504325,0.07,2.504325,2.434325,261,220,193,158,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Danté Exum,203957,1610612742,UNKNOWN,unavailable,finisher,0.8406,creator,0.1159,-0.2035,0.8849,0,5.835417,-1.187507,1538,-1.488615,0.301107,38.714286,-0.47176,0.119621,0.06,0.119621,0.059621,262,317,309,306,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Dwight Powell,203939,1610612742,UNKNOWN,unavailable,finisher,0.7677,creator,0.0787,0.6326,0.9169,0,5.835417,3.691485,2206,-1.488615,5.180099,38.714286,2.103465,2.951701,0.06,2.951701,2.891701,263,56,111,142,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Jonathan Kuminga,1630228,1610612744,UNKNOWN,unavailable,finisher,0.6405,creator,0.037,0.1438,0.9587,0,5.835417,0.839133,4641,-1.488615,2.327748,38.714286,1.005938,2.790463,0.06,2.790463,2.730463,264,177,152,148,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Isaiah Jackson,1630543,1610612754,UNKNOWN,unavailable,finisher,0.6189,creator,0.4634,0.2261,0.6448,0,5.835417,1.319388,363,-1.488615,2.808002,38.714286,0.123711,0.263289,0.06,0.263289,0.203289,265,152,206,285,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Elijah Harkless,1641989,1610612762,UNKNOWN,unavailable,defender,0.8367,creator,0.285,0.9924,0.7455,0,5.835417,5.791067,586,-1.488615,7.279682,38.714286,0.876567,1.101891,0.06,1.101891,1.041891,266,19,156,226,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Zach Collins,1628380,1610612759,UNKNOWN,unavailable,finisher,0.8014,creator,0.0361,-0.0476,0.9528,0,5.835417,-0.277766,4039,-1.488615,1.210849,38.714286,-0.289789,1.263259,0.05,1.263259,1.213259,267,251,293,218,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Miles Norris,1641936,1610612738,UNKNOWN,unavailable,defender,0.5577,creator,1.1253,0.0697,0.3939,0,5.835417,0.406729,130,-1.488615,1.895343,38.714286,0.013658,0.063644,0.05,0.063644,0.013644,268,205,228,319,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
E.J. Liddell,1630604,1610612741,UNKNOWN,unavailable,finisher,0.8991,creator,0.5895,0.5722,0.5249,0,5.835417,3.339025,221,-1.488615,4.82764,38.714286,0.190608,0.275585,0.04,0.275585,0.235585,269,67,202,283,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Jevon Carter,1628975,1610612741,UNKNOWN,unavailable,finisher,0.6823,defender,0.0923,0.3053,0.8723,0,5.835417,1.781553,1366,-1.488615,3.270167,38.714286,0.628605,1.15385,0.04,1.15385,1.11385,270,132,171,225,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Tazé Moore,1631386,1610612757,UNKNOWN,unavailable,defender,0.6876,creator,1.2858,0.0634,0.308,0,5.835417,0.369965,89,-1.488615,1.85858,38.714286,0.008505,0.042727,0.04,0.042727,0.002727,271,209,229,324,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Jose Alvarado,1630631,1610612740,UNKNOWN,unavailable,finisher,0.7894,creator,0.0192,0.2511,0.9659,0,5.835417,1.465273,5672,-1.488615,2.953888,38.714286,2.14676,4.327718,0.04,4.327718,4.287718,272,145,110,112,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Pelle Larsson,1641796,1610612748,UNKNOWN,unavailable,finisher,0.6512,creator,0.0329,0.1878,0.9389,0,5.835417,1.095891,3071,-1.488615,2.584506,38.714286,0.869313,2.050152,0.03,2.050152,2.020152,273,163,157,177,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Colby Jones,1641732,1610612758,UNKNOWN,unavailable,finisher,0.5177,defender,0.0387,-0.3735,0.911,0,5.835417,-2.179528,2047,-1.488615,-0.690913,38.714286,-1.152415,-0.365317,0.03,-0.365317,-0.395317,274,397,372,396,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Malachi Flynn,1630201,1610612766,UNKNOWN,unavailable,defender,0.4601,creator,0.516,0.095,0.4135,0,5.835417,0.554365,141,-1.488615,2.042979,38.714286,0.02019,0.074407,0.02,0.074407,0.054407,275,195,225,315,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Ja Morant,1629630,1610612763,UNKNOWN,unavailable,finisher,0.6929,creator,0.0095,-0.5144,0.9706,0,5.835417,-3.001738,6603,-1.488615,-1.513124,38.714286,-5.119681,-2.580741,0.02,-2.580741,-2.600741,276,425,495,485,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
PJ Dozier,1628408,1610612750,UNKNOWN,unavailable,finisher,0.7739,creator,0.3575,-0.0751,0.4269,0,5.835417,-0.43824,149,-1.488615,1.050375,38.714286,-0.016867,0.040426,0.02,0.040426,0.020426,277,270,247,325,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Jamal Cain,1631288,1610612740,UNKNOWN,unavailable,finisher,0.6511,creator,0.0259,-0.6358,0.9082,0,5.835417,-3.710158,1979,-1.488615,-2.221543,38.714286,-1.896562,-1.13561,0.02,-1.13561,-1.15561,278,458,414,444,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Isaiah Mobley,1630600,1610612755,UNKNOWN,unavailable,finisher,0.3727,defender,0.6221,0.0298,0.278,0,5.835417,0.173895,77,-1.488615,1.66251,38.714286,0.003459,0.033066,0.02,0.033066,0.013066,279,223,230,328,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Eric Gordon,201569,1610612755,UNKNOWN,unavailable,finisher,0.8006,creator,0.013,-0.3215,0.94,0,5.835417,-1.876086,3131,-1.488615,-0.387472,38.714286,-1.517276,-0.313366,0.01,-0.313366,-0.323366,280,369,397,393,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Torrey Craig,1628470,1610612741,UNKNOWN,unavailable,finisher,0.7762,creator,0.024,0.5785,0.8635,0,5.835417,3.375789,1265,-1.488615,4.864403,38.714286,1.103048,1.589457,0.01,1.589457,1.579457,281,64,150,202,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Kevin McCullar Jr.,1641755,1610612752,UNKNOWN,unavailable,finisher,0.5178,defender,0.2278,0.0038,0.3827,0,5.835417,0.022175,124,-1.488615,1.510789,38.714286,0.00071,0.04839,0.01,0.04839,0.03839,282,231,231,322,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Lamar Stevens,1630205,1610612763,UNKNOWN,unavailable,finisher,0.8663,creator,0.0385,0.6642,0.7619,0,5.835417,3.875884,640,-1.488615,5.364498,38.714286,0.640736,0.886825,0.01,0.886825,0.876825,283,49,169,239,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Christian Koloko,1631132,1610612747,UNKNOWN,unavailable,finisher,0.9095,creator,0.0045,-0.1053,0.8771,0,5.835417,-0.614469,1428,-1.488615,0.874145,38.714286,-0.226651,0.322434,0,0.322434,0.322434,284,285,289,274,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Clint Capela,203991,1610612737,UNKNOWN,unavailable,finisher,0.7565,creator,-0.0012,0.1056,0.9604,0,5.835417,0.61622,4846,-1.488615,2.104835,38.714286,0.771344,2.634694,0,2.634694,2.634694,285,190,163,154,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Tolu Smith,1642449,1610612765,UNKNOWN,unavailable,finisher,0.5209,defender,-0.087,-0.0196,0.2674,0,5.835417,-0.114374,73,-1.488615,1.374241,38.714286,-0.002157,0.025913,0,0.025913,0.025913,286,246,240,332,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Paolo Banchero,1631094,1610612753,UNKNOWN,unavailable,finisher,0.6983,creator,-0.0021,-0.9689,0.9689,0,5.835417,-5.653935,6238,-1.488615,-4.16532,38.714286,-9.110138,-6.711545,0,-6.711545,-6.711545,287,502,533,535,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Drew Peterson,1641809,1610612738,UNKNOWN,unavailable,finisher,0.6918,creator,-0.0332,0.1094,0.7812,0,5.835417,0.638395,714,-1.488615,2.127009,38.714286,0.117738,0.39228,-0.01,0.39228,0.40228,288,188,207,268,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Jahmir Young,1642443,1610612741,UNKNOWN,unavailable,finisher,0.8669,creator,-0.2039,-0.035,0.3939,0,5.835417,-0.20424,130,-1.488615,1.284375,38.714286,-0.006858,0.043128,-0.01,0.043128,0.053128,289,249,242,323,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Lonnie Walker IV,1629022,1610612755,UNKNOWN,unavailable,finisher,0.8459,creator,-0.018,-1.6359,0.9088,0,5.835417,-9.546158,1994,-1.488615,-8.057543,38.714286,-4.9168,-4.150081,-0.01,-4.150081,-4.140081,290,550,493,508,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Jock Landale,1629111,1610612745,UNKNOWN,unavailable,finisher,0.8439,creator,-0.0252,-0.183,0.915,0,5.835417,-1.067881,2153,-1.488615,0.420734,38.714286,-0.593876,0.233981,-0.02,0.233981,0.253981,291,311,325,287,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Cole Swider,1631306,1610612765,UNKNOWN,unavailable,finisher,0.7028,defender,-0.0807,-0.4394,0.7847,0,5.835417,-2.564082,729,-1.488615,-1.075467,38.714286,-0.482823,-0.202513,-0.02,-0.202513,-0.182513,292,409,314,378,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Jaden Springer,1630531,1610612738,UNKNOWN,unavailable,defender,0.4437,creator,-0.0493,0.5546,0.8804,0,5.835417,3.236322,1472,-1.488615,4.724937,38.714286,1.230519,1.796522,-0.02,1.796522,1.816522,293,71,144,188,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Emanuel Miller,1641801,1610612741,UNKNOWN,unavailable,finisher,0.71,creator,-0.8657,-0.0497,0.3103,0,5.835417,-0.29002,90,-1.488615,1.198595,38.714286,-0.006742,0.027864,-0.03,0.027864,0.057864,294,256,241,331,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Yuri Collins,1641879,1610612744,UNKNOWN,unavailable,finisher,0.4298,defender,-1.3959,-0.0746,0.2593,0,5.835417,-0.435322,70,-1.488615,1.053293,38.714286,-0.007871,0.019045,-0.03,0.019045,0.049045,295,269,243,336,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Trentyn Flowers,1642280,1610612746,UNKNOWN,unavailable,finisher,0.7801,creator,-0.8671,0.1679,0.3651,0,5.835417,0.979766,115,-1.488615,2.468381,38.714286,0.029104,0.073323,-0.03,0.073323,0.103323,296,167,223,316,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Josh Green,1630182,1610612766,UNKNOWN,unavailable,finisher,0.7387,creator,-0.0145,0.2047,0.975,0,5.835417,1.19451,7785,-1.488615,2.683125,38.714286,2.402023,5.395457,-0.04,5.395457,5.435457,297,158,104,92,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Donovan Clingan,1642270,1610612757,UNKNOWN,unavailable,finisher,0.7809,creator,-0.0211,-0.2315,0.9646,0,5.835417,-1.350899,5452,-1.488615,0.137716,38.714286,-1.902425,0.19394,-0.04,0.19394,0.23394,298,331,415,290,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Jae'Sean Tate,1630256,1610612745,UNKNOWN,unavailable,finisher,0.6815,defender,-0.0472,-0.2035,0.9248,0,5.835417,-1.187507,2459,-1.488615,0.301107,38.714286,-0.754264,0.191253,-0.04,0.191253,0.231253,299,318,339,292,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Jalen Bridges,1641779,1610612756,UNKNOWN,unavailable,defender,0.4343,creator,-1.027,-0.4171,0.3691,0,5.835417,-2.433952,117,-1.488615,-0.945337,38.714286,-0.073557,-0.028569,-0.04,-0.028569,0.011431,300,406,262,350,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Adama Sanogo,1641766,1610612741,UNKNOWN,unavailable,finisher,0.5929,creator,-1.4583,-0.0835,0.3056,0,5.835417,-0.487257,88,-1.488615,1.001357,38.714286,-0.011076,0.022761,-0.04,0.022761,0.062761,301,275,246,334,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Nae'Qwan Tomlin,1641772,1610612739,UNKNOWN,unavailable,finisher,0.6364,creator,-0.6385,-0.4174,0.5717,0,5.835417,-2.435703,267,-1.488615,-0.947088,38.714286,-0.167983,-0.065318,-0.06,-0.065318,-0.005318,302,407,279,357,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
A.J. Lawson,1630639,1610612761,UNKNOWN,unavailable,finisher,0.6941,creator,-0.0873,0.2098,0.9121,0,5.835417,1.22427,2076,-1.488615,2.712885,38.714286,0.656498,1.454747,-0.06,1.454747,1.514747,303,156,168,211,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Duop Reath,1641871,1610612757,UNKNOWN,unavailable,finisher,0.8072,creator,-0.0962,-0.0635,0.9069,0,5.835417,-0.370549,1949,-1.488615,1.118066,38.714286,-0.186546,0.56287,-0.06,0.56287,0.62287,304,262,281,258,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Bruno Fernando,1628981,1610612761,UNKNOWN,unavailable,finisher,0.8386,creator,-0.2924,0.0652,0.7619,0,5.835417,0.380469,640,-1.488615,1.869084,38.714286,0.062897,0.308985,-0.06,0.308985,0.368985,305,208,217,276,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Isaiah Wong,1631209,1610612766,UNKNOWN,unavailable,creator,0.3698,defender,-0.167,0.6338,0.8493,0,5.835417,3.698487,1127,-1.488615,5.187102,38.714286,1.076656,1.510002,-0.06,1.510002,1.570002,306,55,151,208,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
LaMelo Ball,1630163,1610612766,UNKNOWN,unavailable,finisher,0.7615,creator,-0.036,-0.0872,0.9691,0,5.835417,-0.508848,6267,-1.488615,0.979766,38.714286,-0.823715,1.586029,-0.08,1.586029,1.666029,307,277,351,204,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Kylor Kelley,1630283,1610612742,UNKNOWN,unavailable,finisher,0.7893,creator,-0.4706,0.3524,0.7191,0,5.835417,2.056401,512,-1.488615,3.545016,38.714286,0.271961,0.468832,-0.08,0.468832,0.548832,308,124,196,265,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Ron Harper Jr.,1631199,1610612765,UNKNOWN,unavailable,finisher,0.3952,creator,-4.9039,-0.1072,0.2,0,5.835417,-0.625557,50,-1.488615,0.863058,38.714286,-0.008079,0.011147,-0.08,0.011147,0.091147,309,288,244,341,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Cam Christie,1642353,1610612746,UNKNOWN,unavailable,defender,0.5894,finisher,-1.0302,0.049,0.5444,0,5.835417,0.285935,239,-1.488615,1.77455,38.714286,0.017652,0.109551,-0.08,0.109551,0.189551,310,213,227,310,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Haywood Highsmith,1629312,1610612748,UNKNOWN,unavailable,finisher,0.8587,creator,-0.0352,0.0097,0.9732,0,5.835417,0.056604,7260,-1.488615,1.545218,38.714286,0.106147,2.897712,-0.08,2.897712,2.977712,311,230,210,143,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Tim Hardaway Jr.,203501,1610612765,UNKNOWN,unavailable,finisher,0.796,creator,-0.0287,-0.3227,0.9779,0,5.835417,-1.883089,8864,-1.488615,-0.394474,38.714286,-4.311509,-0.903186,-0.08,-0.903186,-0.823186,312,371,485,435,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Lester Quinones,1631311,1610612755,UNKNOWN,unavailable,finisher,0.6074,creator,-0.3628,-0.9471,0.7959,0,5.835417,-5.526723,780,-1.488615,-4.038108,38.714286,-1.113502,-0.813582,-0.09,-0.813582,-0.723582,313,499,369,430,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Max Strus,1629622,1610612739,UNKNOWN,unavailable,finisher,0.8587,creator,-0.0531,-0.0578,0.9642,0,5.835417,-0.337287,5381,-1.488615,1.151328,38.714286,-0.468804,1.600261,-0.1,1.600261,1.700261,314,259,308,200,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Tristen Newton,1641803,1610612754,UNKNOWN,unavailable,finisher,0.2893,defender,-3.8449,-0.152,0.2727,0,5.835417,-0.886983,75,-1.488615,0.601631,38.714286,-0.017183,0.011655,-0.1,0.011655,0.111655,315,300,248,339,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Dalen Terry,1631207,1610612741,UNKNOWN,unavailable,finisher,0.8121,creator,-0.0721,0.2484,0.9554,0,5.835417,1.449517,4286,-1.488615,2.938132,38.714286,1.604739,3.252762,-0.1,3.252762,3.352762,316,146,125,137,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
D.J. Carton,1630618,1610612761,UNKNOWN,unavailable,defender,0.4348,finisher,-2.0679,-0.081,0.4302,0,5.835417,-0.472669,151,-1.488615,1.015946,38.714286,-0.018436,0.039626,-0.1,0.039626,0.139626,317,274,249,326,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Devin Carter,1642269,1610612758,UNKNOWN,unavailable,finisher,0.4137,creator,-0.1996,-0.5054,0.8867,0,5.835417,-2.94922,1566,-1.488615,-1.460605,38.714286,-1.192965,-0.590817,-0.1,-0.590817,-0.490817,318,423,377,417,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
MarJon Beauchamp,1630699,1610612749,UNKNOWN,unavailable,defender,0.4111,finisher,-0.4878,-0.3213,0.765,0,5.835417,-1.874919,651,-1.488615,-0.386305,38.714286,-0.315277,-0.064959,-0.11,-0.064959,0.045041,319,368,295,355,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Taylor Hendricks,1641707,1610612762,UNKNOWN,unavailable,defender,0.7396,creator,-0.991,-0.1746,0.6169,0,5.835417,-1.018864,322,-1.488615,0.469751,38.714286,-0.084742,0.039071,-0.11,0.039071,0.149071,320,307,266,327,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Trevelin Queen,1630243,1610612753,UNKNOWN,unavailable,defender,0.4668,finisher,-0.2016,-0.3317,0.8964,0,5.835417,-1.935608,1731,-1.488615,-0.446993,38.714286,-0.865452,-0.19986,-0.12,-0.19986,-0.07986,321,377,353,376,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Jaylen Martin,1641798,1610612751,UNKNOWN,unavailable,finisher,0.8109,creator,-0.3595,-0.211,0.8332,0,5.835417,-1.231273,999,-1.488615,0.257342,38.714286,-0.317723,0.066406,-0.12,0.066406,0.186406,322,322,296,318,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Justin Minaya,1631303,1610612757,UNKNOWN,unavailable,defender,0.3973,finisher,-0.8946,0.2749,0.6705,0,5.835417,1.604156,407,-1.488615,3.092771,38.714286,0.168644,0.32514,-0.12,0.32514,0.44514,323,136,203,273,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Charles Bassey,1629646,1610612759,UNKNOWN,unavailable,finisher,0.7866,creator,-0.2323,-0.0532,0.8869,0,5.835417,-0.310444,1568,-1.488615,1.178171,38.714286,-0.125736,0.477181,-0.12,0.477181,0.597181,324,258,275,263,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
P.J. Tucker,200782,1610612752,UNKNOWN,unavailable,finisher,0.8386,creator,-1.7871,-0.2551,0.5294,0,5.835417,-1.488615,225,-1.488615,0,38.714286,-0.086515,0,-0.13,0,0.13,325,344,267,555,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Jae Crowder,203109,1610612758,UNKNOWN,unavailable,creator,0.5876,finisher,-0.9699,-0.0136,0.6779,0,5.835417,-0.079362,421,-1.488615,1.409253,38.714286,-0.00863,0.15325,-0.14,0.15325,0.29325,326,243,245,296,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Jacob Toppin,1631210,1610612752,UNKNOWN,unavailable,finisher,0.8005,creator,-1.4486,-0.6087,0.5968,0,5.835417,-3.552018,296,-1.488615,-2.063403,38.714286,-0.271579,-0.157763,-0.14,-0.157763,-0.017763,327,450,291,372,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Nickeil Alexander-Walker,1629638,1610612750,UNKNOWN,unavailable,finisher,0.8137,creator,-0.0528,0.0098,0.977,0,5.835417,0.057187,8480,-1.488615,1.545802,38.714286,0.125263,3.385934,-0.15,3.385934,3.535934,328,227,205,134,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Jamaree Bouyea,1631123,1610612749,UNKNOWN,unavailable,finisher,0.7018,creator,-2.2618,-0.3447,0.4987,0,5.835417,-2.011468,199,-1.488615,-0.522853,38.714286,-0.103394,-0.026876,-0.15,-0.026876,0.123124,329,383,273,348,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Maxwell Lewis,1641721,1610612747,UNKNOWN,unavailable,finisher,0.7882,creator,-0.3426,-1.0251,0.8688,0,5.835417,-5.981886,1324,-1.488615,-4.493271,38.714286,-2.045761,-1.536665,-0.15,-1.536665,-1.386665,330,513,422,463,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Daniss Jenkins,1642450,1610612765,UNKNOWN,unavailable,finisher,0.5265,creator,-6.5268,-0.2757,0.2593,0,5.835417,-1.608824,70,-1.488615,-0.12021,38.714286,-0.029089,-0.002174,-0.15,-0.002174,0.147826,331,351,253,343,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Shaedon Sharpe,1631101,1610612757,UNKNOWN,unavailable,finisher,0.8303,creator,-0.0504,-0.4601,0.979,0,5.835417,-2.684875,9336,-1.488615,-1.19626,38.714286,-6.474611,-2.884797,-0.16,-2.884797,-2.724797,332,413,515,495,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Jordan Goodwin,1630692,1610612747,UNKNOWN,unavailable,finisher,0.8972,creator,-0.2155,0,0.9172,0,5.835417,0,2216,-1.488615,1.488615,38.714286,0,0.852081,-0.16,0.852081,1.012081,333,236,236,241,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Malevy Leons,1642502,1610612760,UNKNOWN,unavailable,creator,0.4399,finisher,-5.873,-0.3567,0.2908,0,5.835417,-2.081493,82,-1.488615,-0.592878,38.714286,-0.044088,-0.012558,-0.16,-0.012558,0.147442,334,389,255,346,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Jazian Gortman,1641789,1610612742,UNKNOWN,unavailable,finisher,0.4426,defender,-2.0191,-0.186,0.5444,0,5.835417,-1.085387,239,-1.488615,0.403227,38.714286,-0.067006,0.024893,-0.16,0.024893,0.184893,335,312,260,333,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Braxton Key,1630296,1610612744,UNKNOWN,unavailable,creator,0.395,finisher,-9.2362,-0.249,0.2188,0,5.835417,-1.453019,56,-1.488615,0.035596,38.714286,-0.021018,0.000515,-0.17,0.000515,0.170515,336,340,250,342,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Cody Martin,1628998,1610612766,UNKNOWN,unavailable,finisher,0.5542,defender,-0.1075,0.0288,0.9601,0,5.835417,0.16806,4817,-1.488615,1.656675,38.714286,0.209108,2.061307,-0.17,2.061307,2.231307,337,224,200,175,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Jordan Clarkson,203903,1610612762,UNKNOWN,unavailable,finisher,0.6585,creator,-0.1304,0.0762,0.9525,0,5.835417,0.444659,4009,-1.488615,1.933274,38.714286,0.46046,2.001973,-0.17,2.001973,2.171973,338,202,183,179,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Jack McVeigh,1629098,1610612745,UNKNOWN,unavailable,defender,0.5166,finisher,-2.7599,-0.3508,0.4872,0,5.835417,-2.047064,190,-1.488615,-0.558449,38.714286,-0.100465,-0.027407,-0.17,-0.027407,0.142593,339,385,271,349,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Colin Castleton,1630658,1610612763,UNKNOWN,unavailable,finisher,0.7848,creator,-0.3002,-0.2064,0.8974,0,5.835417,-1.20443,1749,-1.488615,0.284185,38.714286,-0.544127,0.128387,-0.17,0.128387,0.298387,340,320,320,303,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
Patty Mills,201988,1610612762,UNKNOWN,unavailable,finisher,0.7527,creator,-0.3784,-0.3585,0.8744,0,5.835417,-2.091997,1392,-1.488615,-0.603382,38.714286,-0.752193,-0.21695,-0.18,-0.21695,-0.03695,341,391,338,381,4.0.0,team-net-loo-v1,fringe-posterior-calibrated-v1,4.0.0
